,state,regional_devision,population,article_title,revision_id,article_quality
2532,Hawaii,West (Pacific),1455273.0,"Kealakekua, Hawaii",1170699509,GA
2533,Hawaii,West (Pacific),1455273.0,"Hawi, Hawaii",1130365813,C
2534,Hawaii,West (Pacific),1455273.0,"Anahola, Hawaii",1115736388,C
2535,Hawaii,West (Pacific),1455273.0,"Koloa, Hawaii",1111384512,C
2536,Hawaii,West (Pacific),1455273.0,"Keokea, Maui County, Hawaii",1172547506,Start
2537,Hawaii,West (Pacific),1455273.0,"Princeville, Hawaii",1179897040,GA
2538,Hawaii,West (Pacific),1455273.0,"Kualapuu, Hawaii",1176779379,Start
2539,Hawaii,West (Pacific),1455273.0,"Waimea, Kauai County, Hawaii",1162312232,C
2540,Hawaii,West (Pacific),1455273.0,"Maunawili, Hawaii",1111390545,GA
2541,Hawaii,West (Pacific),1455273.0,"Kapaau, Hawaii",1159393691,C
2542,Hawaii,West (Pacific),1455273.0,"Ko Olina, Hawaii",493819107,Stub
2543,Hawaii,West (Pacific),1455273.0,"Fern Acres, Hawaii",1109192064,C
2544,Hawaii,West (Pacific),1455273.0,"Pepeekeo, Hawaii",1112677152,Start
2545,Hawaii,West (Pacific),1455273.0,"Mokuleia, Hawaii",494482535,Stub
2546,Hawaii,West (Pacific),1455273.0,"Nanawale Estates, Hawaii",1112673166,C
2547,Hawaii,West (Pacific),1455273.0,"Hana, Hawaii",1174511026,C
2548,Hawaii,West (Pacific),1455273.0,"Kaaawa, Hawaii",228537649,Stub
2549,Hawaii,West (Pacific),1455273.0,"Pahala, Hawaii",1169017506,C
2550,Hawaii,West (Pacific),1455273.0,"Eden Roc, Hawaii",1109190284,C
2551,Hawaii,West (Pacific),1455273.0,"Punaluu, Hawaii",1112849108,Start
2552,Hawaii,West (Pacific),1455273.0,"Omao, Hawaii",965363482,Stub
2553,Hawaii,West (Pacific),1455273.0,"Poipu, Hawaii",1152017531,C
2554,Hawaii,West (Pacific),1455273.0,"Keaau, Hawaii",1129118160,GA
2555,Hawaii,West (Pacific),1455273.0,"Olinda, Hawaii",1167425854,Stub
2556,Hawaii,West (Pacific),1455273.0,"Discovery Harbour, Hawaii",1166851821,Stub
2557,Hawaii,West (Pacific),1455273.0,"Papaikou, Hawaii",1170130284,C
2558,Hawaii,West (Pacific),1455273.0,"Kaanapali, Hawaii",1180019988,C
2559,Hawaii,West (Pacific),1455273.0,"Fern Forest, Hawaii",1166425185,Start
2560,Hawaii,West (Pacific),1455273.0,"Wainaku, Hawaii",1120214408,C
2561,Hawaii,West (Pacific),1455273.0,"Laupahoehoe, Hawaii",494482418,Stub
2562,Hawaii,West (Pacific),1455273.0,"Leilani Estates, Hawaii",1174554670,GA
2563,Hawaii,West (Pacific),1455273.0,"Haliimaile, Hawaii",1111378576,Start
2564,Hawaii,West (Pacific),1455273.0,"Honalo, Hawaii",1111380910,C
2565,Hawaii,West (Pacific),1455273.0,"Pahoa, Hawaii",1114902521,GA
2566,Hawaii,West (Pacific),1455273.0,"Mahinahina, Hawaii",1167333391,Stub
2567,Hawaii,West (Pacific),1455273.0,"Naalehu, Hawaii",1112673139,C
2568,Hawaii,West (Pacific),1455273.0,"Halaula, Hawaii",1111378453,Start
2569,Hawaii,West (Pacific),1455273.0,"Volcano, Hawaii",1166426411,GA
2570,Hawaii,West (Pacific),1455273.0,"Waikane, Hawaii",982615222,Stub
2571,Hawaii,West (Pacific),1455273.0,"Launiupoko, Hawaii",1171647201,Start
2572,Hawaii,West (Pacific),1455273.0,"Kaumakani, Hawaii",1155590220,GA
2573,Hawaii,West (Pacific),1455273.0,"Paauilo, Hawaii",1113281451,Start
2574,Hawaii,West (Pacific),1455273.0,"Hāʻena, Kauai County, Hawaii",1167176729,Stub
2575,Hawaii,West (Pacific),1455273.0,"Kapalua, Hawaii",1111383462,GA
2576,Hawaii,West (Pacific),1455273.0,"Honomu, Hawaii",1164779708,C
2577,Hawaii,West (Pacific),1455273.0,"Hanalei, Hawaii",1173103858,C
2578,Hawaii,West (Pacific),1455273.0,"Maunaloa, Hawaii",1111390531,C
2579,Hawaii,West (Pacific),1455273.0,"Paukaa, Hawaii",1112676819,Start
2580,Hawaii,West (Pacific),1455273.0,"Wainiha, Hawaii",1167776511,Stub
2581,Hawaii,West (Pacific),1455273.0,"Ualapu'e, Hawaii",716940327,Stub
2582,Hawaii,West (Pacific),1455273.0,"Kalihiwai, Hawaii",1111383345,C
2583,Hawaii,West (Pacific),1455273.0,"Kawela Bay, Hawaii",1111383526,C
2584,Hawaii,West (Pacific),1455273.0,"Maalaea, Hawaii",1175249220,GA
2585,Hawaii,West (Pacific),1455273.0,"Pakala Village, Hawaii",1155589789,C
2586,Hawaii,West (Pacific),1455273.0,"Kukuihaele, Hawaii",1111384575,C
2587,Hawaii,West (Pacific),1455273.0,"Puako, Hawaii",1112679843,C
2588,Hawaii,West (Pacific),1455273.0,"Makaha Valley, Hawaii",494482502,Stub
2589,Hawaii,West (Pacific),1455273.0,"Waiohinu, Hawaii",1114278928,Start
2590,Hawaii,West (Pacific),1455273.0,"Makena, Hawaii",1137088761,Start
2591,Hawaii,West (Pacific),1455273.0,"Olowalu, Hawaii",1165079643,GA
2592,Hawaii,West (Pacific),1455273.0,"Manele, Hawaii",1171167535,Start
2593,Idaho,West (Mountain),1839092.0,"Boise, Idaho",1180301828,B
2594,Idaho,West (Mountain),1839092.0,"Meridian, Idaho",1179989059,C
2595,Idaho,West (Mountain),1839092.0,"Nampa, Idaho",1179988980,B
2596,Idaho,West (Mountain),1839092.0,"Idaho Falls, Idaho",1179988859,C
2597,Idaho,West (Mountain),1839092.0,"Caldwell, Idaho",1180173704,C
2598,Idaho,West (Mountain),1839092.0,"Pocatello, Idaho",1180174222,C
2599,Idaho,West (Mountain),1839092.0,"Coeur d'Alene, Idaho",1178256803,FA
2600,Idaho,West (Mountain),1839092.0,"Twin Falls, Idaho",1176847853,GA
2601,Idaho,West (Mountain),1839092.0,"Rexburg, Idaho",1177863998,GA
2602,Idaho,West (Mountain),1839092.0,"Post Falls, Idaho",1179071723,C
2603,Idaho,West (Mountain),1839092.0,"Lewiston, Idaho",1175790329,C
2604,Idaho,West (Mountain),1839092.0,"Eagle, Idaho",1166269694,C
2605,Idaho,West (Mountain),1839092.0,"Moscow, Idaho",1180368934,GA
2606,Idaho,West (Mountain),1839092.0,"Kuna, Idaho",1178845572,C
2607,Idaho,West (Mountain),1839092.0,"Ammon, Idaho",1171905818,C
2608,Idaho,West (Mountain),1839092.0,"Mountain Home, Idaho",1165894647,GA
2609,Idaho,West (Mountain),1839092.0,"Chubbuck, Idaho",1180408871,C
2610,Idaho,West (Mountain),1839092.0,"Hayden, Idaho",1177906547,C
2611,Idaho,West (Mountain),1839092.0,"Jerome, Idaho",1166939633,C
2612,Idaho,West (Mountain),1839092.0,"Blackfoot, Idaho",1171480003,GA
2613,Idaho,West (Mountain),1839092.0,"Garden City, Idaho",1146110777,C
2614,Idaho,West (Mountain),1839092.0,"Burley, Idaho",1177436596,GA
2615,Idaho,West (Mountain),1839092.0,"Star, Idaho",1177206117,C
2616,Idaho,West (Mountain),1839092.0,"Middleton, Idaho",1176170565,C
2617,Idaho,West (Mountain),1839092.0,"Rathdrum, Idaho",1165899216,C
2618,Idaho,West (Mountain),1839092.0,"Hailey, Idaho",1176049985,C
2619,Idaho,West (Mountain),1839092.0,"Sandpoint, Idaho",1172576363,C
2620,Idaho,West (Mountain),1839092.0,"Payette, Idaho",1165897395,C
2621,Idaho,West (Mountain),1839092.0,"Emmett, Idaho",1165650689,C
2622,Idaho,West (Mountain),1839092.0,"Rupert, Idaho",1169434745,C
2623,Idaho,West (Mountain),1839092.0,"Fruitland, Idaho",1165747494,C
2624,Idaho,West (Mountain),1839092.0,"Weiser, Idaho",1169769720,C
2625,Idaho,West (Mountain),1839092.0,"Preston, Idaho",1172626043,GA
2626,Idaho,West (Mountain),1839092.0,"Rigby, Idaho",1168925882,C
2627,Idaho,West (Mountain),1839092.0,"Shelley, Idaho",1171362194,C
2628,Idaho,West (Mountain),1839092.0,"Kimberly, Idaho",1175555303,C
2629,Idaho,West (Mountain),1839092.0,"American Falls, Idaho",1167788239,C
2630,Idaho,West (Mountain),1839092.0,"Buhl, Idaho",1173868819,C
2631,Idaho,West (Mountain),1839092.0,"Gooding, Idaho",1165748207,GA
2632,Idaho,West (Mountain),1839092.0,"Heyburn, Idaho",1169482716,C
2633,Idaho,West (Mountain),1839092.0,"McCall, Idaho",1176134873,GA
2634,Idaho,West (Mountain),1839092.0,"St. Anthony, Idaho",1168223020,GA
2635,Idaho,West (Mountain),1839092.0,"Ketchum, Idaho",1174002553,C
2636,Idaho,West (Mountain),1839092.0,"Grangeville, Idaho",1165748484,C
2637,Idaho,West (Mountain),1839092.0,"Orofino, Idaho",1165896771,GA
2638,Idaho,West (Mountain),1839092.0,"Soda Springs, Idaho",1169797129,C
2639,Idaho,West (Mountain),1839092.0,"Salmon, Idaho",1165900663,C
2640,Idaho,West (Mountain),1839092.0,"Wendell, Idaho",1165907064,C
2641,Idaho,West (Mountain),1839092.0,"Homedale, Idaho",1157358517,C
2642,Idaho,West (Mountain),1839092.0,"Filer, Idaho",1165746902,C
2643,Idaho,West (Mountain),1839092.0,"Iona, Idaho",1165750857,C
2644,Idaho,West (Mountain),1839092.0,"Montpelier, Idaho",1165894110,C
2645,Idaho,West (Mountain),1839092.0,"Bellevue, Idaho",1159610521,GA
2646,Idaho,West (Mountain),1839092.0,"Dalton Gardens, Idaho",1165645994,C
2647,Idaho,West (Mountain),1839092.0,"Bonners Ferry, Idaho",1172575780,GA
2648,Idaho,West (Mountain),1839092.0,"St. Maries, Idaho",1165902913,C
2649,Idaho,West (Mountain),1839092.0,"Spirit Lake, Idaho",1165902416,C
2650,Idaho,West (Mountain),1839092.0,"Kellogg, Idaho",1166321203,GA
2651,Idaho,West (Mountain),1839092.0,"Malad City, Idaho",1165891872,C
2652,Idaho,West (Mountain),1839092.0,"Victor, Idaho",1165906205,C
2653,Idaho,West (Mountain),1839092.0,"Parma, Idaho",1165897281,C
2654,Idaho,West (Mountain),1839092.0,"Driggs, Idaho",1176552295,C
2655,Idaho,West (Mountain),1839092.0,"Sun Valley, Idaho",1176832507,B
2656,Idaho,West (Mountain),1839092.0,"Aberdeen, Idaho",1171168330,C
2657,Idaho,West (Mountain),1839092.0,"Sugar City, Idaho",1165903358,C
2658,Idaho,West (Mountain),1839092.0,"Priest River, Idaho",1174217055,C
2659,Idaho,West (Mountain),1839092.0,"Pinehurst, Idaho",1171801830,C
2660,Idaho,West (Mountain),1839092.0,"Shoshone, Idaho",1175525686,GA
2661,Idaho,West (Mountain),1839092.0,"Wilder, Idaho",1165907598,C
2662,Idaho,West (Mountain),1839092.0,"Osburn, Idaho",1165896834,C
2663,Idaho,West (Mountain),1839092.0,"New Plymouth, Idaho",1165895321,C
2664,Idaho,West (Mountain),1839092.0,"Ponderay, Idaho",1176173848,C
2665,Idaho,West (Mountain),1839092.0,"Glenns Ferry, Idaho",1175437043,C
2666,Idaho,West (Mountain),1839092.0,"Marsing, Idaho",1165892455,C
2667,Idaho,West (Mountain),1839092.0,"Paul, Idaho",1169482696,C
2668,Idaho,West (Mountain),1839092.0,"Lapwai, Idaho",1165889241,C
2669,Idaho,West (Mountain),1839092.0,"Ucon, Idaho",1165905089,C
2670,Idaho,West (Mountain),1839092.0,"Kamiah, Idaho",1165751840,GA
2671,Idaho,West (Mountain),1839092.0,"Hansen, Idaho",1165749178,C
2672,Idaho,West (Mountain),1839092.0,"Genesee, Idaho",1165747807,GA
2673,Idaho,West (Mountain),1839092.0,"Franklin, Idaho",1165747326,C
2674,Idaho,West (Mountain),1839092.0,"Plummer, Idaho",1165898230,C
2675,Idaho,West (Mountain),1839092.0,"Cascade, Idaho",1165538527,C
2676,Idaho,West (Mountain),1839092.0,"Hagerman, Idaho",1165748976,GA
2677,Idaho,West (Mountain),1839092.0,"Ashton, Idaho",1165507686,C
2678,Idaho,West (Mountain),1839092.0,"Kootenai, Idaho",1165752384,C
2679,Idaho,West (Mountain),1839092.0,"Grace, Idaho",1161294763,C
2680,Idaho,West (Mountain),1839092.0,"Challis, Idaho",1165538930,GA
2681,Idaho,West (Mountain),1839092.0,"Troy, Idaho",1177465576,C
2682,Idaho,West (Mountain),1839092.0,"Arco, Idaho",1166376680,GA
2683,Idaho,West (Mountain),1839092.0,"Council, Idaho",1176059087,C
2684,Idaho,West (Mountain),1839092.0,"McCammon, Idaho",1165892734,C
2685,Idaho,West (Mountain),1839092.0,"Cottonwood, Idaho",1165645328,C
2686,Idaho,West (Mountain),1839092.0,"Moyie Springs, Idaho",1032509578,C
2687,Idaho,West (Mountain),1839092.0,"Greenleaf, Idaho",1165748726,C
2688,Idaho,West (Mountain),1839092.0,"Hazelton, Idaho",1173861782,C
2689,Idaho,West (Mountain),1839092.0,"Inkom, Idaho",1111381885,C
2690,Idaho,West (Mountain),1839092.0,"Wallace, Idaho",1171375022,B
2691,Idaho,West (Mountain),1839092.0,"Teton, Idaho",1165903976,Start
2692,Idaho,West (Mountain),1839092.0,"Oakley, Idaho",1180276294,C
2693,Idaho,West (Mountain),1839092.0,"Potlatch, Idaho",1173821450,GA
2694,Idaho,West (Mountain),1839092.0,"Hauser, Idaho",1170575974,C
2695,Idaho,West (Mountain),1839092.0,"Dover, Idaho",1165647096,C
2696,Idaho,West (Mountain),1839092.0,"Horseshoe Bend, Idaho",1165750426,GA
2697,Idaho,West (Mountain),1839092.0,"Menan, Idaho",1165893150,C
2698,Idaho,West (Mountain),1839092.0,"Athol, Idaho",1179739995,C
2699,Idaho,West (Mountain),1839092.0,"Carey, Idaho",1165538308,GA
2700,Idaho,West (Mountain),1839092.0,"Smelterville, Idaho",1165901950,C
2701,Idaho,West (Mountain),1839092.0,"Ririe, Idaho",1165899786,C
2702,Idaho,West (Mountain),1839092.0,"Hayden Lake, Idaho",1165749482,GA
2703,Idaho,West (Mountain),1839092.0,"Mullan, Idaho",1172454574,GA
2704,Idaho,West (Mountain),1839092.0,"Juliaetta, Idaho",1165751391,GA
2705,Idaho,West (Mountain),1839092.0,"Notus, Idaho",1169598925,C
2706,Idaho,West (Mountain),1839092.0,"Melba, Idaho",1170697612,C
2707,Idaho,West (Mountain),1839092.0,"Downey, Idaho",1165647137,C
2708,Idaho,West (Mountain),1839092.0,"Paris, Idaho",1180391410,C
2709,Idaho,West (Mountain),1839092.0,"Firth, Idaho",1176131564,C
2710,Idaho,West (Mountain),1839092.0,"New Meadows, Idaho",1165895305,GA
2711,Idaho,West (Mountain),1839092.0,"Kooskia, Idaho",1165752382,GA
2712,Idaho,West (Mountain),1839092.0,"Clark Fork, Idaho",1165539521,C
2713,Idaho,West (Mountain),1839092.0,"Dubois, Idaho",1165647258,C
2714,Idaho,West (Mountain),1839092.0,"Weston, Idaho",1165907303,C
2715,Idaho,West (Mountain),1839092.0,"Dayton, Idaho",1166425135,C
2716,Idaho,West (Mountain),1839092.0,"Deary, Idaho",1165646401,GA
2717,Idaho,West (Mountain),1839092.0,"Georgetown, Idaho",1165747850,C
2718,Idaho,West (Mountain),1839092.0,"Roberts, Idaho",1165899910,C
2719,Idaho,West (Mountain),1839092.0,"Pierce, Idaho",1165897784,C
2720,Idaho,West (Mountain),1839092.0,"Idaho City, Idaho",1165750750,GA
2721,Idaho,West (Mountain),1839092.0,"Craigmont, Idaho",1165645456,GA
2722,Idaho,West (Mountain),1839092.0,"Nezperce, Idaho",1172758051,C
2723,Idaho,West (Mountain),1839092.0,"Fairfield, Idaho",1171207553,C
2724,Idaho,West (Mountain),1839092.0,"Grand View, Idaho",1176133464,C
2725,Idaho,West (Mountain),1839092.0,"Mackay, Idaho",1165891734,C
2726,Idaho,West (Mountain),1839092.0,"Richfield, Idaho",1167451270,C
2727,Idaho,West (Mountain),1839092.0,"Lewisville, Idaho",1165890102,C
2728,Idaho,West (Mountain),1839092.0,"Clifton, Idaho",1165644409,C
2729,Idaho,West (Mountain),1839092.0,"Culdesac, Idaho",1165645807,C
2730,Idaho,West (Mountain),1839092.0,"Weippe, Idaho",1165906995,C
2731,Idaho,West (Mountain),1839092.0,"Eden, Idaho",1165647773,C
2732,Idaho,West (Mountain),1839092.0,"Riggins, Idaho",1165899710,GA
2733,Idaho,West (Mountain),1839092.0,"Lava Hot Springs, Idaho",1165889401,C
2734,Idaho,West (Mountain),1839092.0,"Basalt, Idaho",1168275248,C
2735,Idaho,West (Mountain),1839092.0,"Winchester, Idaho",1165907944,GA
2736,Idaho,West (Mountain),1839092.0,"Arimo, Idaho",1165507470,C
2737,Idaho,West (Mountain),1839092.0,"Declo, Idaho",1179727565,C
2738,Idaho,West (Mountain),1839092.0,"Newdale, Idaho",1165895449,C
2739,Idaho,West (Mountain),1839092.0,"Cambridge, Idaho",1165538033,C
2740,Idaho,West (Mountain),1839092.0,"Mud Lake, Idaho",1165894700,C
2741,Idaho,West (Mountain),1839092.0,"Tetonia, Idaho",1165903978,C
2742,Idaho,West (Mountain),1839092.0,"Parker, Idaho",1165897223,Start
2743,Idaho,West (Mountain),1839092.0,"Bancroft, Idaho",1165508317,C
2744,Idaho,West (Mountain),1839092.0,"Kendrick, Idaho",1165751992,C
2745,Idaho,West (Mountain),1839092.0,"Dietrich, Idaho",1165646886,Start
2746,Idaho,West (Mountain),1839092.0,"Irwin, Idaho",1165750927,Start
2747,Idaho,West (Mountain),1839092.0,"Bliss, Idaho",1180376939,C
2748,Idaho,West (Mountain),1839092.0,"Worley, Idaho",1165908488,C
2749,Idaho,West (Mountain),1839092.0,"Donnelly, Idaho",1165647007,C
2750,Idaho,West (Mountain),1839092.0,"Hollister, Idaho",1166950673,C
2751,Idaho,West (Mountain),1839092.0,"Rockland, Idaho",1165899997,C
2752,Idaho,West (Mountain),1839092.0,"Albion, Idaho",1165506334,C
2753,Idaho,West (Mountain),1839092.0,"Harrison, Idaho",1174367130,C
2754,Idaho,West (Mountain),1839092.0,"East Hope, Idaho",1171098806,C
2755,Idaho,West (Mountain),1839092.0,"Swan Valley, Idaho",1165903533,C
2756,Idaho,West (Mountain),1839092.0,"Oldtown, Idaho",1165896518,C
2757,Idaho,West (Mountain),1839092.0,"Castleford, Idaho",1165538589,GA
2758,Idaho,West (Mountain),1839092.0,"Bloomington, Idaho",1165536417,C
2759,Idaho,West (Mountain),1839092.0,"Onaway, Idaho",1165896638,C
2760,Idaho,West (Mountain),1839092.0,"Island Park, Idaho",1165750946,C
2761,Idaho,West (Mountain),1839092.0,"Midvale, Idaho",1176171121,C
2762,Idaho,West (Mountain),1839092.0,"Wardner, Idaho",1173161586,C
2763,Idaho,West (Mountain),1839092.0,"Bovill, Idaho",1165536701,GA
2764,Idaho,West (Mountain),1839092.0,"Stites, Idaho",1165903194,GA
2765,Idaho,West (Mountain),1839092.0,"Malta, Idaho",1168744492,C
2766,Idaho,West (Mountain),1839092.0,"Peck, Idaho",1165897438,Start
2767,Idaho,West (Mountain),1839092.0,"Fernan Lake Village, Idaho",1165746867,C
2768,Idaho,West (Mountain),1839092.0,"Moore, Idaho",1165894170,Start
2769,Idaho,West (Mountain),1839092.0,"St. Charles, Idaho",1165902818,C
2770,Idaho,West (Mountain),1839092.0,"Crouch, Idaho",1165645719,C
2771,Idaho,West (Mountain),1839092.0,"Elk River, Idaho",1171739793,GA
2772,Idaho,West (Mountain),1839092.0,"Ferdinand, Idaho",1165746845,GA
2773,Idaho,West (Mountain),1839092.0,"Acequia, Idaho",1169505254,Start
2774,Idaho,West (Mountain),1839092.0,"Stanley, Idaho",1180001871,GA
2775,Idaho,West (Mountain),1839092.0,"Murtaugh, Idaho",1169484782,C
2776,Idaho,West (Mountain),1839092.0,"Huetter, Idaho",1165750547,GA
2777,Idaho,West (Mountain),1839092.0,"Hope, Idaho",1165750367,C
2778,Idaho,West (Mountain),1839092.0,"Leadore, Idaho",1165889634,C
2779,Idaho,West (Mountain),1839092.0,"Minidoka, Idaho",1169482425,C
2780,Idaho,West (Mountain),1839092.0,"Tensed, Idaho",1165903950,C
2781,Idaho,West (Mountain),1839092.0,"Hamer, Idaho",1166425266,C
2782,Idaho,West (Mountain),1839092.0,"White Bird, Idaho",1165907450,C
2783,Idaho,West (Mountain),1839092.0,"Butte City, Idaho",1178259247,Start
2784,Idaho,West (Mountain),1839092.0,"Placerville, Idaho",1165898014,C
2785,Idaho,West (Mountain),1839092.0,"Reubens, Idaho",1177480691,C
2786,Idaho,West (Mountain),1839092.0,"Lost River, Idaho",1165891406,Start
2787,Idaho,West (Mountain),1839092.0,"Oxford, Idaho",1165896966,C
2788,Idaho,West (Mountain),1839092.0,"Atomic City, Idaho",1173861548,C
2789,Idaho,West (Mountain),1839092.0,"State Line, Idaho",868603387,Stub
2790,Idaho,West (Mountain),1839092.0,"Spencer, Idaho",1165902387,C
2791,Idaho,West (Mountain),1839092.0,"Drummond, Idaho",1165647221,C
2792,Idaho,West (Mountain),1839092.0,"Clayton, Idaho",1165644193,C
2793,Idaho,West (Mountain),1839092.0,"Warm River, Idaho",1179987797,Start
2794,Illinois,Midwest (East North Central),12812545.0,"Abingdon, Illinois",1171168511,GA
2795,Illinois,Midwest (East North Central),12812545.0,"Addieville, Illinois",1166383449,Start
2796,Illinois,Midwest (East North Central),12812545.0,"Addison, Illinois",1178418175,GA
2797,Illinois,Midwest (East North Central),12812545.0,"Adeline, Illinois",1166383508,C
2798,Illinois,Midwest (East North Central),12812545.0,"Albany, Illinois",1166384260,Start
2799,Illinois,Midwest (East North Central),12812545.0,"Albers, Illinois",1167076393,C
2800,Illinois,Midwest (East North Central),12812545.0,"Albion, Illinois",1173966483,C
2801,Illinois,Midwest (East North Central),12812545.0,"Aledo, Illinois",1176794799,C
2802,Illinois,Midwest (East North Central),12812545.0,"Alexis, Illinois",1166384639,C
2803,Illinois,Midwest (East North Central),12812545.0,"Algonquin, Illinois",1171161878,C
2804,Illinois,Midwest (East North Central),12812545.0,"Alhambra, Illinois",1166384715,GA
2805,Illinois,Midwest (East North Central),12812545.0,"Allendale, Illinois",1175870100,C
2806,Illinois,Midwest (East North Central),12812545.0,"Allenville, Illinois",1166385059,Start
2807,Illinois,Midwest (East North Central),12812545.0,"Allerton, Illinois",1166385071,C
2808,Illinois,Midwest (East North Central),12812545.0,"Alma, Illinois",1166385220,C
2809,Illinois,Midwest (East North Central),12812545.0,"Alorton, Illinois",1166385373,C
2810,Illinois,Midwest (East North Central),12812545.0,"Alpha, Illinois",1166385399,C
2811,Illinois,Midwest (East North Central),12812545.0,"Alsey, Illinois",1166385510,C
2812,Illinois,Midwest (East North Central),12812545.0,"Alsip, Illinois",1173398414,C
2813,Illinois,Midwest (East North Central),12812545.0,"Altamont, Illinois",1174905869,C
2814,Illinois,Midwest (East North Central),12812545.0,"Alton, Illinois",1178078771,C
2815,Illinois,Midwest (East North Central),12812545.0,"Altona, Illinois",1166385737,C
2816,Illinois,Midwest (East North Central),12812545.0,"Alto Pass, Illinois",1171830300,C
2817,Illinois,Midwest (East North Central),12812545.0,"Alvin, Illinois",1166385860,C
2818,Illinois,Midwest (East North Central),12812545.0,"Amboy, Illinois",1171055592,C
2819,Illinois,Midwest (East North Central),12812545.0,"Anchor, Illinois",1166483489,C
2820,Illinois,Midwest (East North Central),12812545.0,"Andalusia, Illinois",1166483516,Start
2821,Illinois,Midwest (East North Central),12812545.0,"Andover, Illinois",1166483668,C
2822,Illinois,Midwest (East North Central),12812545.0,"Anna, Illinois",1176290797,GA
2823,Illinois,Midwest (East North Central),12812545.0,"Annawan, Illinois",1165910047,C
2824,Illinois,Midwest (East North Central),12812545.0,"Antioch, Illinois",1173508857,C
2825,Illinois,Midwest (East North Central),12812545.0,"Apple River, Illinois",1176970804,C
2826,Illinois,Midwest (East North Central),12812545.0,"Arcola, Illinois",1172814968,C
2827,Illinois,Midwest (East North Central),12812545.0,"Arenzville, Illinois",1166484804,Start
2828,Illinois,Midwest (East North Central),12812545.0,"Argenta, Illinois",1166484811,C
2829,Illinois,Midwest (East North Central),12812545.0,"Arlington, Illinois",1166485040,C
2830,Illinois,Midwest (East North Central),12812545.0,"Arlington Heights, Illinois",1179598841,C
2831,Illinois,Midwest (East North Central),12812545.0,"Armington, Illinois",1166485152,Start
2832,Illinois,Midwest (East North Central),12812545.0,"Aroma Park, Illinois",1167981978,C
2833,Illinois,Midwest (East North Central),12812545.0,"Arrowsmith, Illinois",1166485446,C
2834,Illinois,Midwest (East North Central),12812545.0,"Arthur, Illinois",1172985081,C
2835,Illinois,Midwest (East North Central),12812545.0,"Ashkum, Illinois",1166485841,C
2836,Illinois,Midwest (East North Central),12812545.0,"Ashland, Illinois",1176767701,Start
2837,Illinois,Midwest (East North Central),12812545.0,"Ashley, Illinois",1165507673,C
2838,Illinois,Midwest (East North Central),12812545.0,"Ashmore, Illinois",1168060594,C
2839,Illinois,Midwest (East North Central),12812545.0,"Ashton, Illinois",1166486022,Start
2840,Illinois,Midwest (East North Central),12812545.0,"Assumption, Illinois",1173767272,C
2841,Illinois,Midwest (East North Central),12812545.0,"Astoria, Illinois",1166014669,C
2842,Illinois,Midwest (East North Central),12812545.0,"Athens, Illinois",1174975594,C
2843,Illinois,Midwest (East North Central),12812545.0,"Atkinson, Illinois",1175437199,Start
2844,Illinois,Midwest (East North Central),12812545.0,"Atlanta, Illinois",1165507802,C
2845,Illinois,Midwest (East North Central),12812545.0,"Atwood, Illinois",1172985141,C
2846,Illinois,Midwest (East North Central),12812545.0,"Auburn, Illinois",1165507900,GA
2847,Illinois,Midwest (East North Central),12812545.0,"Augusta, Illinois",1166486891,C
2848,Illinois,Midwest (East North Central),12812545.0,"Aurora, Illinois",1179653034,B
2849,Illinois,Midwest (East North Central),12812545.0,"Ava, Illinois",1165508129,C
2850,Illinois,Midwest (East North Central),12812545.0,"Aviston, Illinois",1178147291,C
2851,Illinois,Midwest (East North Central),12812545.0,"Avon, Illinois",1166487332,C
2852,Illinois,Midwest (East North Central),12812545.0,"Baldwin, Illinois",1166532578,C
2853,Illinois,Midwest (East North Central),12812545.0,"Banner, Illinois",1166533232,C
2854,Illinois,Midwest (East North Central),12812545.0,"Bannockburn, Illinois",1167418822,GA
2855,Illinois,Midwest (East North Central),12812545.0,"Bardolph, Illinois",1166533617,Start
2856,Illinois,Midwest (East North Central),12812545.0,"Barrington, Illinois",1179599513,GA
2857,Illinois,Midwest (East North Central),12812545.0,"Barrington Hills, Illinois",1177237085,C
2858,Illinois,Midwest (East North Central),12812545.0,"Barry, Illinois",1172892686,Start
2859,Illinois,Midwest (East North Central),12812545.0,"Bartelso, Illinois",1167562087,C
2860,Illinois,Midwest (East North Central),12812545.0,"Bartlett, Illinois",1169218544,C
2861,Illinois,Midwest (East North Central),12812545.0,"Bartonville, Illinois",1166534330,C
2862,Illinois,Midwest (East North Central),12812545.0,"Basco, Illinois",1166534366,C
2863,Illinois,Midwest (East North Central),12812545.0,"Batavia, Illinois",1179888702,GA
2864,Illinois,Midwest (East North Central),12812545.0,"Batchtown, Illinois",1166534570,C
2865,Illinois,Midwest (East North Central),12812545.0,"Bath, Illinois",1166534668,C
2866,Illinois,Midwest (East North Central),12812545.0,"Baylis, Illinois",1166534884,C
2867,Illinois,Midwest (East North Central),12812545.0,"Bay View Gardens, Illinois",1166534844,Start
2868,Illinois,Midwest (East North Central),12812545.0,"Beach Park, Illinois",1166535008,C
2869,Illinois,Midwest (East North Central),12812545.0,"Beardstown, Illinois",1176767837,C
2870,Illinois,Midwest (East North Central),12812545.0,"Beaverville, Illinois",1166605678,C
2871,Illinois,Midwest (East North Central),12812545.0,"Beckemeyer, Illinois",1167562134,C
